Reaction,Tinit_NHBE_H,Tinit_293T_H,Tinit_A549_H,Tinit_CALU_H,Tinit_Lung_H,Tinit_NHBE_I,Tinit_293T_I,Tinit_A549_I,Tinit_CALU_I,Tinit_Lung_I
HMR_1249,1,1,1,1,1,1,1,1,1,1
HMR_1250,1,1,1,1,1,1,1,1,1,1
HMR_1251,1,1,1,1,1,1,1,1,1,1
HMR_1263,1,1,1,1,1,1,1,1,1,1
HMR_1264,1,1,1,1,1,1,1,1,1,1
HMR_1265,1,1,1,1,1,1,1,1,1,1
HMR_1266,1,1,1,1,1,1,1,1,1,1
HMR_1268,1,0,1,0,0,1,0,0,0,0
HMR_1269,0,0,1,0,0,0,0,0,0,0
HMR_1270,1,0,0,0,0,1,0,0,0,0
HMR_1271,1,0,0,0,0,1,0,0,0,0
HMR_1280,1,1,1,1,1,1,1,1,1,0
HMR_1281,1,1,1,1,1,1,1,1,1,0
HMR_1282,1,1,1,1,1,1,1,1,1,0
HMR_1286,1,0,1,1,1,1,0,1,1,0
HMR_1287,1,0,1,1,1,1,0,1,1,0
HMR_1288,1,0,1,1,1,1,0,1,1,0
HMR_1289,1,0,1,1,1,1,0,1,1,0
HMR_1290,1,1,1,1,1,1,1,1,1,1
HMR_1291,1,0,0,0,0,1,0,0,0,0
HMR_1295,1,1,1,1,0,1,0,1,1,0
HMR_1297,1,0,1,1,1,1,0,1,1,1
HMR_1305,0,0,0,0,1,0,0,1,1,1
HMR_1307,0,0,0,0,1,0,0,1,1,1
HMR_1311,0,1,0,0,0,0,1,0,0,0
HMR_1312,1,1,1,1,1,1,1,1,1,1
HMR_1313,0,0,0,0,1,0,0,0,0,0
HMR_1325,1,0,1,1,1,1,0,1,1,1
HMR_1326,1,0,1,1,1,1,0,1,1,1
HMR_1327,1,0,1,1,1,1,0,1,1,1
HMR_1329,1,0,1,1,1,1,0,1,1,1
HMR_1330,0,0,0,0,1,0,0,0,1,1
HMR_1332,1,0,0,0,0,1,0,0,0,0
HMR_1334,0,0,0,1,0,0,0,0,0,0
HMR_1339,0,0,0,0,1,0,0,0,0,0
HMR_1344,0,0,1,0,0,0,0,1,0,1
HMR_1350,0,0,0,0,1,0,0,0,1,1
HMR_1367,1,1,1,1,1,1,1,1,1,1
HMR_1370,1,1,1,1,1,1,1,1,1,1
HMR_1379,1,1,1,1,1,1,1,1,1,1
HMR_1382,1,0,1,1,1,1,0,1,1,1
HMR_1384,1,1,1,1,1,1,1,1,1,1
HMR_1387,1,0,1,1,1,1,0,1,1,1
HMR_1388,1,0,0,0,0,1,0,0,0,0
HMR_1390,0,0,0,0,1,0,0,1,1,1
HMR_1391,0,0,0,0,1,0,0,1,1,1
HMR_1392,0,0,0,0,1,0,0,1,1,1
HMR_1393,0,0,0,0,1,0,0,1,1,1
HMR_1394,1,1,1,1,1,1,1,1,1,1
HMR_1398,1,1,1,1,1,1,1,1,1,1
HMR_1434,1,1,1,1,1,1,1,1,1,0
HMR_1437,1,1,1,1,1,1,1,1,1,0
HMR_1440,1,1,1,1,1,1,1,1,1,1
HMR_1443,1,1,0,0,0,1,1,0,0,0
HMR_1445,1,1,1,1,1,1,1,1,1,1
HMR_1448,1,1,1,1,1,1,1,1,1,1
HMR_1451,1,1,1,1,1,1,1,1,1,1
HMR_1454,1,1,1,1,1,1,1,1,1,1
HMR_1457,1,1,1,1,1,1,1,1,1,1
HMR_1460,1,1,1,1,1,1,1,1,1,1
HMR_1465,1,1,1,1,0,1,1,1,1,1
HMR_1467,1,1,1,1,0,1,1,1,1,1
HMR_1470,1,1,1,1,0,1,1,1,1,0
HMR_1473,1,1,1,1,0,1,0,1,0,0
HMR_1477,1,1,1,1,0,1,1,1,0,1
HMR_1478,1,1,1,1,0,1,1,1,0,1
HMR_1479,1,1,1,1,0,1,1,1,0,1
HMR_1484,1,1,1,1,0,1,1,1,1,1
HMR_1490,1,1,1,1,0,1,1,1,1,1
HMR_1493,1,1,1,1,0,1,1,1,1,1
HMR_1494,1,1,1,1,0,1,1,1,1,1
HMR_1495,1,1,1,1,0,1,1,1,0,1
HMR_1496,1,1,1,1,0,1,1,1,1,0
HMR_1500,1,1,1,1,0,1,1,1,1,1
HMR_1502,1,1,1,1,0,1,1,1,1,1
HMR_1503,1,1,1,1,0,1,1,1,1,1
HMR_1504,1,1,1,1,0,1,1,1,1,1
HMR_1505,1,1,1,1,0,1,1,1,1,0
HMR_1509,1,1,1,1,0,1,1,1,1,0
HMR_1512,1,1,1,1,0,1,1,1,1,0
HMR_1516,1,1,1,1,0,1,1,1,1,0
HMR_1519,1,1,1,1,0,1,1,1,1,0
HMR_1526,1,1,1,1,0,1,1,1,1,0
HMR_1531,0,0,0,0,1,0,0,0,0,0
HMR_1532,1,1,1,1,1,1,1,1,1,1
HMR_1533,1,1,1,1,0,1,1,1,1,0
HMR_1535,1,1,1,1,0,1,1,1,1,1
HMR_1536,1,1,1,1,0,1,1,1,0,1
HMR_1538,1,1,1,1,0,1,1,1,0,1
HMR_1539,1,1,1,1,0,1,1,1,0,1
HMR_1540,1,1,1,1,0,1,1,1,0,1
HMR_1543,1,1,1,1,0,1,1,1,1,1
HMR_1544,1,1,1,1,0,1,1,1,1,1
HMR_1545,1,1,1,1,0,1,1,1,1,1
HMR_1546,1,1,1,1,0,1,1,1,1,1
HMR_1547,1,1,1,1,0,1,1,1,1,1
HMR_1548,1,1,1,1,0,1,1,1,1,1
HMR_1549,1,1,1,1,0,1,1,1,1,1
HMR_1550,1,1,1,1,0,1,1,1,1,1
HMR_1551,1,1,1,1,0,1,1,1,0,0
HMR_1552,0,0,0,1,0,0,0,0,0,0
HMR_1553,1,1,1,1,0,1,1,1,1,0
HMR_1557,1,1,0,1,1,1,1,0,0,1
HMR_1558,1,1,1,1,0,1,1,1,1,1
HMR_1565,1,1,1,1,1,1,1,1,1,0
HMR_1568,1,0,1,1,0,1,0,1,1,1
HMR_1570,1,1,1,1,0,1,1,1,1,0
HMR_1572,0,0,0,0,0,0,0,0,0,1
HMR_1573,0,0,0,0,0,0,0,0,0,1
HMR_1581,0,0,0,0,0,0,0,1,0,0
HMR_1585,0,0,0,0,0,0,0,1,0,0
HMR_1589,0,0,1,0,0,0,0,1,0,0
HMR_1590,0,0,0,0,0,0,0,0,0,1
HMR_1593,0,0,1,0,0,0,0,1,0,1
HMR_1595,0,0,1,0,0,0,0,1,0,1
HMR_1599,0,0,1,0,0,0,0,1,0,1
HMR_1604,0,0,0,0,0,0,0,0,0,1
HMR_1605,0,0,0,0,1,0,0,0,0,0
HMR_1609,0,0,0,0,1,0,0,0,0,0
HMR_1610,0,0,0,0,1,0,0,0,0,0
HMR_1613,0,0,0,0,1,0,0,0,0,0
HMR_1614,0,0,0,0,1,0,0,0,0,0
HMR_1619,0,0,1,0,0,0,0,1,0,0
HMR_1620,0,0,1,0,0,0,0,1,0,0
HMR_1622,0,1,0,1,0,0,0,0,0,0
HMR_1623,1,0,0,0,0,1,0,0,0,1
HMR_1624,0,0,0,0,0,0,0,1,0,0
HMR_1625,1,1,1,1,0,1,0,1,0,1
HMR_1627,0,0,1,0,0,0,0,1,0,0
HMR_1632,1,1,1,1,0,1,0,1,0,1
HMR_1638,1,0,0,0,0,1,0,0,0,0
HMR_1639,1,1,1,1,0,1,0,1,0,1
HMR_1651,0,1,0,1,0,1,1,0,0,0
HMR_1652,1,1,1,1,0,1,0,1,0,1
HMR_1656,1,1,1,1,0,1,1,1,0,1
HMR_1659,1,1,1,1,1,1,1,1,1,1
HMR_1660,0,0,0,1,0,0,0,0,1,1
HMR_1662,0,0,0,1,0,0,0,1,1,0
HMR_1663,0,0,1,1,0,0,0,0,1,0
HMR_1665,0,0,1,0,0,0,0,0,0,0
HMR_1666,0,0,0,0,0,0,0,1,0,0
HMR_1672,0,0,1,0,1,0,0,1,0,1
HMR_1673,1,0,1,1,1,0,0,1,0,1
HMR_1676,1,0,1,1,1,0,0,1,0,1
HMR_1679,0,0,0,0,1,0,0,0,0,0
HMR_1681,0,0,0,0,1,0,0,0,0,1
HMR_1682,0,0,0,0,1,0,0,0,0,0
HMR_1684,1,1,1,1,1,1,1,1,1,1
HMR_1685,0,0,0,0,1,0,0,0,0,0
HMR_1687,0,0,0,0,1,0,0,0,0,0
HMR_1689,0,0,0,0,1,0,0,0,0,0
HMR_1691,0,0,0,0,1,0,0,0,0,0
HMR_1692,1,1,1,1,1,1,1,1,1,1
HMR_1693,0,0,0,0,1,0,0,0,0,0
HMR_1694,1,1,1,1,1,1,1,1,1,1
HMR_1695,0,0,0,0,0,0,0,1,0,0
HMR_1697,1,0,1,1,0,1,0,1,0,0
HMR_1699,0,0,0,0,0,0,0,1,0,0
HMR_1700,0,0,1,0,0,0,0,1,0,0
HMR_1701,1,0,0,1,0,1,0,0,0,0
HMR_1706,1,1,1,1,0,1,1,1,1,1
HMR_1708,1,0,0,1,0,1,0,0,0,0
HMR_1710,1,0,0,1,0,1,0,0,0,0
HMR_1718,1,0,1,1,0,1,0,1,0,0
HMR_1726,0,0,1,0,0,0,0,1,0,0
HMR_1727,0,0,1,0,0,0,0,1,0,0
HMR_1762,0,0,0,0,1,0,0,0,0,0
HMR_1772,0,0,0,0,1,0,0,0,0,0
HMR_1776,0,0,1,1,1,0,0,0,0,1
HMR_1781,0,0,0,0,1,0,0,0,0,1
HMR_1784,0,0,0,0,1,0,0,0,0,1
HMR_1785,0,0,0,0,1,0,0,0,0,1
HMR_1786,0,0,0,0,1,0,0,0,0,1
HMR_1787,0,0,0,0,1,0,0,0,0,0
HMR_1797,0,0,0,0,1,0,0,0,0,0
HMR_1802,1,0,0,0,1,0,0,0,0,0
HMR_1803,0,0,0,0,1,0,0,0,0,0
HMR_1805,0,0,0,0,1,0,0,0,0,0
HMR_1806,1,0,0,0,1,0,0,0,0,0
HMR_1807,0,0,0,0,1,0,0,0,0,0
HMR_1813,1,1,1,1,1,1,1,1,1,1
HMR_1832,0,0,1,0,0,0,0,1,0,0
HMR_1833,0,0,1,0,0,0,0,1,0,0
HMR_1848,0,0,1,0,1,0,0,1,1,0
HMR_1850,0,0,0,0,1,0,0,0,1,0
HMR_1853,0,0,1,0,0,0,0,1,0,0
HMR_1868,0,0,1,0,0,0,0,1,0,1
HMR_1870,0,0,1,1,0,0,0,1,0,1
HMR_1872,0,0,1,0,0,0,0,1,0,1
HMR_1874,0,0,1,0,0,0,0,1,0,1
HMR_1875,0,0,0,0,1,0,0,0,1,0
HMR_1876,0,0,0,0,0,0,0,1,0,0
HMR_1877,0,0,0,0,0,0,0,1,0,0
HMR_1878,0,0,1,1,1,0,0,0,1,1
HMR_1879,0,0,1,0,0,0,0,1,0,0
HMR_1890,0,0,0,0,0,0,0,0,1,0
HMR_1895,0,0,1,0,0,0,0,1,0,1
HMR_1896,0,0,1,0,0,0,0,1,0,1
HMR_1897,0,0,1,0,0,0,0,1,0,0
HMR_1902,0,0,0,0,0,0,0,0,1,0
HMR_1916,1,1,1,1,1,1,1,1,1,1
HMR_1917,1,1,1,1,1,1,1,1,1,1
HMR_1919,0,0,1,0,1,0,1,1,0,0
HMR_1924,0,0,0,0,0,0,1,0,0,0
HMR_1973,1,0,1,1,1,1,0,1,1,1
HMR_1974,1,0,1,1,1,1,0,1,1,1
HMR_1976,0,0,0,1,0,0,0,0,1,1
HMR_1977,0,0,0,1,0,0,0,0,1,1
HMR_1996,1,0,0,0,0,1,0,0,0,0
HMR_2002,0,0,0,1,0,0,0,0,1,1
HMR_2003,1,0,1,1,1,1,0,1,1,1
HMR_2014,1,0,1,1,1,1,0,1,1,1
HMR_2015,1,0,1,1,1,1,0,1,1,1
HMR_2016,1,0,1,1,1,1,0,1,1,1
HMR_2017,1,0,1,1,1,1,0,1,1,1
HMR_2018,1,0,1,1,1,1,0,1,1,1
HMR_2019,1,0,1,1,1,1,0,1,1,1
HMR_2029,1,0,1,0,1,1,0,1,1,1
HMR_2030,1,0,1,0,1,1,0,1,1,1
HMR_2031,1,0,1,0,1,1,0,1,1,1
HMR_2032,1,0,1,0,1,1,0,1,1,1
HMR_2033,1,0,1,0,1,1,0,1,1,1
HMR_2034,1,0,1,0,1,1,0,1,1,1
HMR_2036,1,1,1,1,1,1,1,1,1,1
HMR_2037,0,0,1,0,1,0,1,1,0,0
HMR_2038,0,1,1,1,0,0,1,1,0,0
HMR_2039,0,1,0,1,0,0,1,0,0,0
HMR_2041,1,1,1,1,1,1,1,1,1,1
HMR_2042,1,0,1,0,1,1,0,1,1,1
HMR_2043,1,0,1,0,1,1,0,1,1,1
HMR_2044,1,0,1,1,1,1,0,1,1,1
HMR_2045,1,0,1,1,1,1,0,1,1,1
HMR_2048,1,0,1,1,1,1,0,1,1,1
HMR_2052,1,0,1,1,1,1,0,1,1,1
HMR_2053,1,0,1,0,1,1,0,1,1,1
HMR_2054,1,0,1,0,1,1,0,1,1,1
HMR_2058,1,0,1,1,1,1,0,1,1,1
HMR_2059,1,0,1,1,1,1,0,1,1,1
HMR_2060,1,0,1,1,1,1,0,1,1,1
HMR_2061,1,1,1,1,1,1,1,1,1,1
HMR_2063,1,1,1,1,1,1,1,1,1,1
HMR_2068,1,1,1,1,1,1,1,1,1,1
HMR_2069,1,1,1,1,1,1,1,1,1,1
HMR_2070,1,1,1,1,1,1,1,1,1,1
HMR_2071,1,1,1,1,1,1,1,1,1,1
HMR_2072,1,1,1,1,1,1,1,1,1,1
HMR_2073,1,1,1,1,1,1,1,1,1,1
HMR_2074,1,1,1,1,1,1,1,1,1,1
HMR_2075,1,1,1,1,1,1,1,1,1,1
HMR_2076,1,1,1,1,1,1,1,1,1,1
HMR_2078,1,1,1,1,1,1,1,1,1,1
HMR_2083,1,1,1,1,1,1,1,1,1,1
HMR_2084,1,1,1,1,1,1,1,1,1,1
HMR_2085,1,1,1,1,1,1,1,1,1,1
HMR_2086,1,1,1,1,1,1,1,1,1,1
HMR_2088,1,1,1,1,1,1,1,1,1,1
HMR_2089,1,1,1,1,1,1,1,1,1,1
HMR_2095,1,1,1,1,1,1,1,1,1,1
HMR_2096,1,1,1,1,1,1,1,1,1,1
HMR_2097,1,1,1,1,1,1,1,1,1,1
HMR_2098,1,1,1,1,1,1,1,1,1,1
HMR_2099,1,1,1,1,1,1,1,1,1,1
HMR_2100,1,1,1,1,1,1,1,1,1,1
HMR_2106,1,1,1,1,1,1,1,1,1,1
HMR_2107,1,1,1,1,1,1,1,1,1,1
HMR_2108,1,1,1,1,1,1,1,1,1,1
HMR_2109,1,1,1,1,1,1,1,1,1,1
HMR_2110,1,1,1,1,1,1,1,1,1,1
HMR_2111,1,1,1,1,1,1,1,1,1,1
HMR_2112,1,1,1,1,1,1,1,1,1,1
HMR_2113,1,1,1,1,1,1,1,1,1,1
HMR_2114,1,1,1,1,1,0,0,0,0,0
HMR_2115,1,1,1,1,0,0,0,0,0,0
HMR_2116,1,0,0,0,1,1,0,0,1,1
HMR_2117,0,0,0,0,1,0,0,0,0,0
HMR_2127,0,0,1,1,0,0,0,1,1,0
HMR_2129,1,1,1,1,1,0,0,0,0,0
HMR_2131,1,1,1,1,1,0,0,0,0,0
HMR_2133,1,1,1,1,1,0,0,0,0,0
HMR_2134,1,1,1,1,1,0,0,0,0,0
HMR_2135,1,1,1,1,1,0,0,0,0,0
HMR_2136,1,1,1,1,1,0,0,0,0,0
HMR_2137,1,0,1,1,0,0,0,1,1,0
HMR_2138,1,1,1,1,1,0,0,1,1,0
HMR_2139,1,1,1,1,1,0,0,1,1,0
HMR_2140,1,0,1,1,0,0,0,1,1,0
HMR_2141,0,0,1,1,0,0,0,1,1,0
HMR_2142,1,1,1,1,1,0,0,0,0,0
HMR_2143,1,1,1,1,1,0,0,0,0,0
HMR_2144,1,1,1,1,1,0,0,0,0,0
HMR_2145,1,1,1,1,1,0,0,0,0,0
HMR_2150,1,1,1,1,0,1,1,1,1,0
HMR_2151,1,1,1,1,1,1,1,1,1,0
HMR_2152,1,1,1,1,0,1,1,1,1,0
HMR_2153,1,1,1,1,0,1,1,1,1,0
HMR_2154,1,1,1,1,0,1,1,1,1,0
HMR_2155,1,1,1,1,0,1,1,1,1,0
HMR_2156,1,1,1,1,0,1,1,1,1,0
HMR_2157,1,1,1,1,0,1,1,1,1,0
HMR_2158,1,1,1,1,0,1,1,1,1,0
HMR_2159,1,1,1,1,0,1,1,1,1,0
HMR_2160,1,1,1,1,0,1,1,1,1,0
HMR_2161,1,1,1,1,0,1,1,1,1,0
HMR_2162,1,1,1,1,0,1,1,1,1,0
HMR_2163,1,1,1,1,0,1,1,1,1,0
HMR_2164,1,1,1,1,0,1,1,1,1,0
HMR_2165,1,1,1,1,0,1,1,1,1,0
HMR_2166,1,1,1,1,0,1,1,1,1,0
HMR_2167,1,1,1,1,0,1,1,1,1,0
HMR_2168,1,1,1,1,0,1,1,1,1,0
HMR_2169,1,1,1,1,0,1,1,1,1,0
HMR_2170,1,1,1,1,0,1,1,1,1,0
HMR_2171,1,1,1,1,0,1,1,1,1,0
HMR_2172,1,1,1,1,0,1,1,1,1,0
HMR_2173,1,1,1,1,0,1,1,1,1,0
HMR_2174,1,1,1,1,0,1,1,1,1,0
HMR_2175,1,1,1,1,0,1,1,1,1,0
HMR_2176,1,1,1,1,0,1,1,1,1,0
HMR_2177,1,1,1,1,0,1,1,1,1,0
HMR_2178,1,1,1,1,0,1,1,1,1,0
HMR_2179,1,1,1,1,0,1,1,1,1,0
HMR_2180,1,1,1,1,0,1,1,1,1,0
HMR_2181,1,1,1,1,0,1,1,1,1,0
HMR_2182,1,1,1,1,0,1,1,1,1,0
HMR_2190,1,1,1,1,1,1,1,1,1,1
HMR_2191,1,1,1,1,1,1,1,1,1,1
HMR_2193,1,1,1,1,1,1,1,1,1,1
HMR_2194,1,1,1,1,1,1,1,1,1,1
HMR_2201,1,1,1,1,1,1,1,1,1,1
HMR_2202,1,1,1,1,1,1,1,1,1,1
HMR_2203,1,1,1,1,1,1,1,1,1,1
HMR_2204,1,1,1,1,1,1,1,1,1,1
HMR_2205,1,1,1,1,1,1,1,1,1,1
HMR_2208,1,1,1,1,1,1,1,1,1,1
HMR_2209,1,1,1,1,1,1,1,1,1,1
HMR_2210,1,1,1,1,1,1,1,1,1,1
HMR_2211,1,1,1,1,1,1,1,1,1,1
HMR_2212,1,1,1,1,1,1,1,1,1,1
HMR_2213,1,1,1,1,1,1,1,1,1,1
HMR_2214,1,1,1,1,1,1,1,1,1,1
HMR_2215,1,1,1,1,1,1,1,1,1,1
HMR_2217,1,1,1,1,1,1,1,1,1,1
HMR_2218,1,1,1,1,1,1,1,1,1,1
HMR_2219,1,1,1,1,1,1,1,1,1,1
HMR_2227,1,1,1,1,1,1,1,1,1,0
HMR_2228,1,1,1,1,1,1,1,1,1,0
HMR_2229,1,1,1,1,1,1,1,1,1,0
HMR_2230,1,1,1,1,1,1,1,1,1,0
HMR_2231,1,1,1,1,1,1,1,1,1,0
HMR_2232,1,1,1,1,1,1,1,1,1,0
HMR_2233,1,1,1,1,1,1,1,1,1,0
HMR_2234,1,1,1,1,1,1,1,1,1,0
HMR_2235,1,1,1,1,1,1,1,1,1,0
HMR_2236,1,1,1,1,1,1,1,1,1,0
HMR_2237,1,1,1,1,1,1,1,1,1,0
HMR_2238,1,1,1,1,1,1,1,1,1,0
HMR_2239,1,1,1,1,1,1,1,1,1,0
HMR_2240,1,1,1,1,1,1,1,1,1,0
HMR_2241,1,1,1,1,1,1,1,1,1,0
HMR_2242,1,1,1,1,1,1,1,1,1,0
HMR_2243,1,1,1,1,1,1,1,1,1,0
HMR_2244,1,1,1,1,1,1,1,1,1,0
HMR_2245,1,1,1,1,1,1,1,1,1,0
HMR_2246,1,1,1,1,1,1,1,1,1,0
HMR_2247,1,1,1,1,1,1,1,1,1,0
HMR_2248,1,1,1,1,0,1,1,1,1,0
HMR_2249,1,1,1,1,1,1,1,1,1,0
HMR_2250,1,1,1,1,1,1,1,1,1,0
HMR_2251,1,1,1,1,1,1,1,1,1,0
HMR_2252,1,1,1,1,1,1,1,1,1,0
HMR_2253,1,1,1,1,0,1,1,1,1,0
HMR_2254,1,1,1,1,1,1,1,1,1,0
HMR_2255,1,1,1,1,1,1,1,1,1,0
HMR_2256,1,1,1,1,1,1,1,1,1,0
HMR_2257,1,1,1,1,1,1,1,1,1,0
HMR_2258,1,1,1,1,1,1,1,1,1,0
HMR_2259,1,1,1,1,1,1,1,1,1,1
HMR_2260,1,1,1,1,1,1,1,1,1,1
HMR_2261,1,1,1,1,1,1,1,1,1,1
HMR_2262,1,1,1,1,1,1,1,1,1,1
HMR_2263,1,1,1,1,1,1,1,1,1,1
HMR_2264,1,1,1,1,1,1,1,1,1,1
HMR_2265,1,1,1,1,1,1,1,1,1,1
HMR_2266,1,1,1,1,1,1,1,1,1,1
HMR_2267,1,1,1,1,1,1,1,1,1,1
HMR_2268,1,1,1,1,1,1,1,1,1,1
HMR_2269,1,1,1,1,1,1,1,1,1,1
HMR_2270,1,1,1,1,1,1,1,1,1,1
HMR_2281,1,1,1,1,1,1,1,1,1,1
HMR_2282,1,1,1,1,1,1,1,1,1,1
HMR_2284,1,1,1,1,1,1,1,1,1,1
HMR_2286,1,1,1,1,0,1,1,1,1,1
HMR_2287,1,1,1,1,0,1,1,1,1,1
HMR_2288,1,1,1,1,1,1,1,1,1,1
HMR_2289,1,1,1,1,1,1,1,1,1,1
HMR_2292,1,1,1,1,0,1,1,1,1,1
HMR_2293,1,1,1,1,1,1,1,1,1,1
HMR_2294,1,1,1,1,0,1,1,1,1,1
HMR_2295,1,1,1,1,0,1,1,1,1,1
HMR_2296,1,1,1,1,1,1,1,1,1,1
HMR_2305,1,1,1,1,1,1,1,1,1,1
HMR_2307,1,1,1,1,1,1,1,1,1,1
HMR_2309,1,1,1,1,1,1,1,1,1,1
HMR_2311,1,1,1,1,1,1,1,1,1,1
HMR_2315,1,1,1,1,1,1,1,1,1,1
HMR_2317,1,1,1,1,1,1,1,1,1,1
HMR_2319,1,1,1,1,1,1,1,1,1,1
HMR_2321,1,1,1,1,1,1,1,1,1,1
HMR_2324,1,1,1,1,1,1,1,1,1,1
HMR_2326,1,1,1,1,1,1,1,1,1,1
HMR_2328,1,1,1,1,1,1,1,1,1,1
HMR_2330,1,1,1,1,1,1,1,1,1,1
HMR_2332,1,1,1,1,1,1,1,1,1,1
HMR_2334,1,1,1,1,1,1,1,1,1,1
HMR_2336,1,1,1,1,1,1,1,1,1,1
HMR_2338,1,1,1,1,1,1,1,1,1,1
HMR_2342,1,1,1,1,1,1,1,1,1,1
HMR_2343,1,1,1,1,1,1,1,1,1,1
HMR_2344,1,1,1,1,1,1,1,1,1,1
HMR_2345,1,1,1,1,1,1,1,1,1,1
HMR_2347,1,1,1,1,1,1,1,1,1,1
HMR_2348,1,1,1,1,1,1,1,1,1,1
HMR_2349,1,1,1,1,1,1,1,1,1,1
HMR_2350,1,1,1,1,1,1,1,1,1,1
HMR_2353,1,1,1,1,1,1,1,1,1,1
HMR_2354,1,1,1,1,1,1,1,1,1,1
HMR_2355,1,1,1,1,1,1,1,1,1,1
HMR_2356,1,1,1,1,1,1,1,1,1,1
HMR_2359,1,1,1,1,1,1,1,1,1,1
HMR_2361,1,1,1,1,1,1,1,1,1,1
HMR_2362,1,1,1,1,1,1,1,1,1,1
HMR_2363,1,1,1,1,1,1,1,1,1,1
HMR_2364,1,1,1,1,1,1,1,1,1,1
HMR_2365,1,1,1,1,1,1,1,1,1,1
HMR_2368,1,1,1,1,1,1,1,1,1,1
HMR_2371,1,1,1,1,1,1,1,1,1,1
HMR_2374,1,1,1,1,1,1,1,1,1,1
HMR_2376,1,1,1,1,1,1,1,1,1,1
HMR_2378,1,1,1,1,1,1,1,1,1,1
HMR_2380,1,1,1,0,1,1,1,1,1,1
HMR_2383,1,1,1,1,1,1,1,1,1,1
HMR_2387,1,1,1,1,1,1,1,1,1,1
HMR_2389,1,1,1,1,1,1,1,1,1,1
HMR_2393,0,0,1,0,0,0,0,0,0,0
HMR_2395,1,1,1,1,1,1,1,1,1,1
HMR_2397,1,1,1,1,1,1,1,1,1,1
HMR_2399,1,1,1,1,1,1,1,1,1,1
HMR_2401,1,1,1,1,1,1,1,1,1,1
HMR_2403,1,1,1,1,1,1,1,1,1,1
HMR_2407,1,1,1,1,1,1,1,1,1,1
HMR_2408,1,0,0,0,0,1,0,0,0,0
HMR_2412,1,1,1,1,1,1,1,1,1,1
HMR_2415,1,1,1,1,1,1,1,1,1,1
HMR_2417,1,1,1,1,1,1,1,1,1,1
HMR_2419,1,1,1,1,1,1,1,1,1,1
HMR_2421,1,1,1,1,1,1,1,1,1,1
HMR_2423,1,1,1,1,1,1,1,1,1,1
HMR_2426,1,1,1,1,1,1,1,1,1,1
HMR_2428,1,1,1,1,1,1,1,1,1,1
HMR_2430,1,1,1,1,1,1,1,1,1,1
HMR_2433,1,1,1,1,1,1,1,1,1,1
HMR_2434,1,1,1,1,1,1,1,1,1,1
HMR_2435,1,1,1,1,1,1,1,1,1,1
HMR_2436,1,1,1,1,1,1,1,1,1,1
HMR_2440,1,0,0,0,0,1,0,0,0,0
HMR_2441,1,1,1,1,1,1,1,1,1,1
HMR_2455,1,0,1,0,1,1,0,1,1,1
HMR_2456,1,0,1,1,1,1,0,1,1,1
HMR_2457,1,0,1,0,1,1,0,1,1,1
HMR_2458,1,0,1,1,1,1,0,1,1,1
HMR_2459,1,0,1,1,1,1,1,1,1,1
HMR_2460,1,0,1,1,1,1,1,1,1,1
HMR_2463,1,0,0,1,0,1,0,0,1,0
HMR_2464,1,0,0,1,0,1,0,0,1,0
HMR_2465,1,0,1,1,1,1,1,1,1,1
HMR_2466,1,0,1,1,1,1,1,1,1,1
HMR_2467,1,0,0,1,0,1,0,0,1,0
HMR_2468,1,0,0,1,0,1,0,0,1,0
HMR_2469,1,0,0,1,0,1,0,0,1,0
HMR_2470,1,0,0,1,0,1,0,0,1,0
HMR_2472,1,1,1,1,1,1,1,1,1,1
HMR_2475,1,1,1,1,1,1,1,1,1,1
HMR_2478,1,1,1,1,1,1,1,1,1,1
HMR_2480,1,1,1,1,1,1,1,1,1,1
HMR_2482,1,1,1,1,1,1,1,1,1,1
HMR_2484,1,1,1,0,1,1,1,1,0,1
HMR_2486,1,1,1,1,1,1,1,1,1,1
HMR_2489,1,1,1,1,1,1,1,1,1,1
HMR_2491,1,1,1,1,1,1,1,1,1,1
HMR_2493,1,1,1,1,1,1,1,1,1,1
HMR_2495,1,1,0,0,1,1,1,1,0,1
HMR_2497,1,1,1,1,1,1,1,1,1,1
HMR_2499,1,1,1,1,1,1,1,1,1,1
HMR_2501,1,1,1,1,1,1,1,1,1,1
HMR_2503,1,1,1,1,1,1,1,1,1,1
HMR_2505,1,1,1,1,1,1,1,1,1,1
HMR_2509,1,1,1,1,1,1,1,1,1,1
HMR_2510,1,0,0,0,0,1,0,0,0,0
HMR_2514,1,1,1,1,1,1,1,1,1,1
HMR_2515,1,1,1,1,1,1,1,1,1,1
HMR_2516,1,1,1,1,1,1,1,1,1,1
HMR_2518,1,1,1,1,1,1,1,1,1,1
HMR_2520,1,1,1,1,1,1,1,1,1,1
HMR_2522,1,1,1,1,1,1,1,1,1,1
HMR_2524,1,1,1,1,0,1,1,1,1,1
HMR_2526,1,1,1,1,1,1,1,1,1,1
HMR_2528,1,1,1,1,1,1,1,1,1,1
HMR_2530,1,1,1,1,1,1,1,1,1,1
HMR_2533,1,1,1,1,1,1,1,1,1,1
HMR_2535,1,1,1,1,1,1,1,1,1,1
HMR_2537,1,1,1,1,1,1,1,1,1,1
HMR_2540,1,1,1,1,1,1,1,1,1,1
HMR_2541,1,1,1,1,1,1,1,1,1,1
HMR_2542,1,1,1,1,1,1,1,1,1,1
